productid,productname,manufacturerid,composition,listprice,gender,category,color,description
1164,sneaker wedge w/stud detail,691,Man-made materials,27.99,F,sneakers,Black,"Covered wedge 3.5"" heel. Padded collar and tongue with soft textile sock liner. Pieced synthetic leather and textile construction. Rubber herringbone sole for traction. Self tie lace closure. Studded strap across vamp"
1165,snowplay faux fur snow boot,691,All man made materials,18.99,F,boots,Black,Durable rubber sole for optimal traction. Faux fur trim for optimal warmth. Hi-top wedge design. Self-tie lace closure with metallic buckles
1166,society snake print canvas sneakers,684,Canvas and Man Made Materials,68.99,F,sneakers,Black,"2 straps at the top for ankle support. Embroidered ""TK"" logo on heel. Padded mesh lined interior. Rubber logo on heel. Rubber outsole. Snake skin printed canvas upper. Tonal cotton laces and hidden eyelets"
1167,solan sneaker,164,"Leather, Textile and Man Made Materials",53.99,M,sneakers,Black,"Durable rubber sole for optimal traction. High top design with textured and perforated detail. Signature logo  on tongue, heel and outer. US Sizing"
1168,solano hightop sneaker,164,Man Made Materials,68.99,M,sneakers,Black,Designer logo on heel and tongue. Durable rubber sole. Hi top design. Lace-up closure. Lace-up closure with dual zippers on ankle. Logo applique on ankle. Logo applique on heel. Perforated leather and quilted fabric upper
1169,solarsoft moccasin,630,"Synthetic upper, textile and man made materials",62,M,sneakers,Black,Combination breathable mesh and synthetic uppers. Convenient bootie construction. Dual-durometer technology features a plush Nike Solarsoft foam footbed for instant comfort and cushioning. Nike Solarsoft foam in a harder durometer for durable traction and
1170,solarsoft slide sandals,630,Man Made Materials,32,M,sandals,Black,Classic sport sandal. Flex-grooves on the outsole. Grooved footbed creates airflow and ensures drainage. Nearly seamless synthetic upper. Solarsoft cushioning midsole
1171,sole low top sneaker,966,Leather Upper and Rubber Sole,40.99,M,sneakers,Blue,"Debossed logo on tongue, heel and outer. Durable sole designed for traction. Leather and Suede pieced upper. Low Top design. Padded heel and ankle. Perforated detail. US Sizing"
1172,soleil p wmns sneakers,959,"Textile Upper, Textile Insole, Rubber Sole",46.99,F,sneakers,"Pink,Purple",Embroidered and piping accents. Lace-up closure. Lightweight low-profile design. Pieced synthetic leather construction. Signature swoop on sides
672,kiara cut-out wedge bootie,565,Man-Made Materials,19.99,F,heels,Black,Durable rubber sole for optimal traction. Sequin detail throughout heel. US sizing. Wedged bootie construction
697,lace up high boot,691,Man-made materials,14.99,F,boots,Grey,"1"" heel. Lace up detail. Rounded toe. Rubber sole for traction. Smooth lining and soft insole. Zipper closure"
778,mecca 1 sneakers,664,Man-made material,8.99,M,sneakers,Black,"Classic design and fit. Logos on ankle, tongue and outer side. Metal logo lace lock in front"
1173,sonny low profile sneaker,664,Man-made materials,10.99,M,sneakers,Black,Embroidered logo on tongue and back heel. Lace-up closure. Low top design. Perforated front and side panels. Rubber sole
1174,soros hightop sneaker,970,"Synthetic Upper, Textile, Rubber Sole",57.99,M,sneakers,Black,Logo embossed hardware piece on side. Rubber vulcanized sole with lugs for durable traction. Self-tie lace closure with metal eyelets and cloth logo applique at top of tongue. Sporty high top sneaker. Synthetic leather upper with perforated and synthetic 
1175,sparkle pump,691,Man-made materials,31.99,F,heels,Black,1 inch platform. 5 inch sturdy stiletto heel. All-over black glitter synthetic exterior. All-over multi-color synthetic exterior. Lightly cushioned insole. Round toe. Synthetic sole
1176,spartan hi wc tx se sneakers,384,"Textile Upper, Textile Insole, Rubber Sole",85,M,sneakers,Black,"Abrasion-resistant sticky rubber outsole. DC's trademarked ""Pill"" pattern tread. Foam padded tongue and collar. Performance wrap cup sole construction. Premium textile upper. TPU eyelets. Vent holes for breathability"
1178,spiked patent strap wedge,911,Man-Made Materials,56.99,F,sandals,Black,"5"" heel with 2"" platform. Chunky woven covered wedge with stitched binding. Contrasting synthetic leather panels with metal studs. Lightly padded footbed with striped, woven textile lining. Straps along ankle with metal buckle closure. Synthetic patent le"
1179,spinnaker boat shoe,717,Leather and Man-Made Materials,99.99,M,casual shoes,Grey,Fully functioning rawhide lacing system to provide better fit. Genuine moccasin construction. Metallic eyelets. Perforated insole. Rubber outsole for traction. Self tie lace closure
1180,stacks black canvas gum sole sneakers,684,Canvas Upper and Rubber Sole,48.99,M,sneakers,,Black canvas upper. Custom TK and Supra tags in black and white. Durable rubber sole. Gum outsole. Lightweight cupsole construction. Low top profile. Mesh lining. Seamless toe cap. SupraFoam midsole for impact and flex. US Sizing
1181,stacks sneakers,684,Leather and Man Made Materials,45.99,M,sneakers,Black,Combination upper of suede/leather and canvas. Durable rubber outsole. Lightly padded tongue and collar. Lightweight cupsole design. Premium EVA sockliner with moisture-wicking BK mesh. Signature Terry Kennedy label tag on tongue. SupraFoam® midsole provi
1182,stacks turquoise waxed canvas sneakers,684,Canvas Upper and Rubber Sole,39.99,M,sneakers,Teal,"Canvas uppers with minimal stitching details. Cushioned footbed. Durable rubber outsole with repeating Supra ""S"" tread. Signature logo on tongue and heel. Soft and breathable textile lining. Vulcanized construction"
1183,stamford trekker boots,240,Leather and man made materials,54.99,M,boots,Black,Abrasive outsole for durability and traction. Designer logo on the tongue and side. Durable laces with Taslan® fibers and rustproof hardware for long-lasting wear. Padded collar for a comfortable fit around the ankle. Premium full-grain leather. Self tie 
1184,standard isshoe boots,596,"Leather Upper, Textile Insole, Rubber Sole",52,M,boots,Grey,"Boat shoe-inspired lacing details. Durable rubber outsole. Hi Top Design. Lace up enclosure. Perf details on toe for added breathability. Piping accents on collar, heel, and sides"
792,mica peep toe wedge with bow ankle strap color block,691,Man-Made Materials,17.99,F,heels,"Blue,Yellow",Faux animal skin trim on heel. Peep toe design. US sizing. Wedge design
914,nyc 83 shearling sneakers,276,Leather and Man Made Materials,47.99,M,sneakers,"Grey,Red",Abrasion resistant rubber outsole. Leather exterior. Padded tongue and collar. Shearling liner
932,over the knee boot w/hidden platform,691,All man made materials,12.99,F,boots,Brown,"2"" front platform. 5"" heel. Fold over design. Pieced design. Tall boot. Zipper closure on side"
1185,standard issue se sneakers,116,"Textile Upper, Textile Insole, Rubber Sole",80,M,sneakers,Black,Durable rubber sole. Lace-up closure. Pieced leather and canvas construction. Pieced ripstop canvas and construction. Rounded toe box. Strap across front
1186,star player rise sneakers,679,Leather Upper and Rubber Sole,70,M,sneakers,Black,"Classic Converse rubber toe box, textured rubber toe bumper, contrast sidewall trim and All Star heel patch. Diamond tread pattern on a rubber outsole. High top design. Leather upper. Low top design. Padded collar. Textile lining and a lightly cushioned f"
1187,storm vegan leather wedge w/cap toe detail,691,Man-made materials,15.99,F,wedges,Black,2 inch platform. 6 inch heel. Lightly padded footbed. Round toe cap style. Side zipper closure. Spiked embellishments throughout heel. Vegan leather upper
1188,straight jacket sneakers,116,"Textile Upper, Textile Insole, Rubber Sole",95,M,sneakers,Black,2-patent leather buckles around forefoot. 3 buckles around forefoot and ankle. Buckle at ankle. Classic high top design. Durable rubber sole. Durable rubber sole. Genuine leather upper. Lace and buckle closure. Logo embossed hardware on heel. Logo embosse
1189,straight jacket vlc sneakers,116,"Textile Upper, Textile Insole, Rubber Sole",110,M,sneakers,"Animal Print,Red",3 buckles around forefoot and ankle. 3 buckles around forefoot and ankle. Classic high top design. Classic high top design. Corduroy upper. Durable rubber sole. Durable rubber sole. Lace and buckle closure. Lace and buckle closure. Leather design. Logo em
1190,strait jacket vlc sneakers,116,"Canvas and textile upper, Rubber sole",38.99,M,sneakers,Camo,3 buckles around forefoot and ankle. Allover camo design. Durable rubber sole. Lace and buckle closure. Logo embossed hardware on heel. Side zipper
1191,strap front boat shoe,512,Man-Made Materials,55,M,casual shoes,Black,Contrast stitching. Contrasting Rubber outsole. Faux leather upper. Low top boat shoe design. Padded insole. Rubber outsole. Slip on design. Strap detail on top
1192,stray sneakers,276,"Textile Upper, Textile Insole, Rubber Sole",34.99,M,sneakers,Blue,Canvas upper. Logo on tongue and outer. Tone on tone stitch. Vulcanized rubber sole
1193,street classic 1/2 cut sneaker,512,Man-made materials,24.99,M,sneakers,Black,Durable rubber sole. Fully lined and padded interior. Logo on tongue and outer. Low top design. Pieced material design and perforated detail. Self tie lace closure. Synthetic upper
1194,street gato ac sneakers,630,Leather and Man-Made materials,72,M,sneakers,"Black,Green",Contrasting signature swoosh on the sides. Cushioned lining for comfort. Flat rubber sole. Leather upper. Lightly padded ankle lining. Low top design. Perforated detail on outer. Self tie lace closure
1195,street jump winterized sneakers,959,"Leather Upper, Textile Insole, Rubber Sole",86.99,M,sneakers,Black,A rubber-wrapped midsole with ribbing on the toe-bumper provides added durability. Leather and textile upper. Padded collar. Printed Textile lining and an eco-OrthoLite® footbed for all-day comfort. The rubber outsole has deep flex-grooves for traction. U
1196,stretch gladiator sandal,521,Man-Made Materials,29.99,F,sandals,Black,1 inch heel. Ankle Buckle with Elastic Strap. Multiple straps are accented with round beading and ribbed metallic chain-link beads. Open toe. Synthetic leather upper. Zipper at back
1203,studded sandal w/back zipper,691,Man-Made Materials,29.99,F,sandals,Black,Open toe. Rubber sole. Synthetic upper with studded detail. Zipper at back
1208,sugar rush spikes sneaker,927,"PU Upper, Textile Lining, Leather Sole",60,F,sneakers,"Animal Print,Tan",Self-tie lace closure. Stud and zipper detail. US sizing. Zip off high top option
1210,summer studded sandal,691,Man-Made Materials,10.99,F,sandals,Silver,Beaded design on forefoot strap. Flat sole. Open toe design. Zippered heel
1197,strider ripstop shoe,605,"Textile Upper, Textile Lining, Rubber Sole",42.99,M,sneakers,Black,Designer emblem on side. Hand sewn moccasin construction. Logo on heel. Self tie lace closure. Textile exterior
952,patent peep toe faux suede pump,521,Man-Made Materials,22.99,F,heels,Beige,"4"" heel. Synthetic leather upper. Synthetic patent leather heel and toe"
971,piana wedge shoe,691,Man-Made Materials,15.99,F,wedges,Blue,"1.25"" elevated front. 4.75"" wedged heel. Adjustable strap at ankle. Faux leather and textile upper. Open toe"
1030,raina crown smoking flat,691,Man-made materials,15.99,F,flats,Black,Embroidered design on front. Lightly padded lining and footbed. Round toe. Slip on design. Synthetic upper. US Sizing
1047,riptide sandal,691,Man Made Materials,7.99,F,sandals,Red,Elastic back strap. Flat sole. Round toe. Thong T-strap style with floral design. US Sizing
1198,strider ripstop sneaker,605,"Textile Upper, Textile Insole, Rubber Sole",35.99,M,sneakers,Grey,Designer emblem on side. Hand sewn moccasin construction. Logo on heel. Self tie lace closure. Textile exterior
1199,striped peeptoe platform shoe,911,Man-Made Materials,19.99,F,sandals,Black,"5.5 inch wedged heel with 1"" platform. Padded footbed. Peep toe. Rubber sole. Striped woven heel. Synthetic upper. US sizing"
1200,strudel wedge sneaker,927,"Synthetic and Textile Upper, Textile Insole, Rubber Sole",60,F,sneakers,Black,"Covered wedge 3.5"" heel. Padded collar and tongue with soft textile liner. Pieced synthetic leather and textile construction. Rubber sole for traction. Self tie lace closure"
1201,studded metal plaque w/short wedge,691,Man-made materials,22.99,F,sandals,Gold,"1"" wedged heel. Faux leather upper. Metal detail with rhinestone embellishments. Round toe. Rubber sole. Thong T-strap style with adjustable closure at ankle"
1202,studded metal plque w/short wedge,691,Man-Made Materials,21.99,F,sandals,Black,"1"" wedged heel. Faux leather upper. Metal detail with rhinestone embellishments. Round toe. Rubber sole. Thong T-strap style with adjustable closure at ankle"
1204,sublite pro rise sneakers,448,"Leather, Nylon and Man Made Materials",76.99,M,sneakers,Red,"Combination leather and nylon uppers. Forefoot flex grooves increase flexibility. High-abrasion rubber outsole. Lightweight SubLite midsole foam offers cushioning and support. Mid-cut construction with fully padded foam collar offers a snug, comfy fit and"
